"sparse weighted graph embedding,"	,"
8729,-4.4327526,-1.1451252	,-3.305313,-0.046890214
8730,-4.43536,-1.150214	,-3.3043575,-0.050101083
8731,-4.461803,-1.1369879	,-3.3252158,-0.069703735
8732,-4.496961,-1.1576868	,-3.3404496,-0.064161845
8733,-4.519526,-1.1611454	,-3.3407772,-0.05733032
8734,-4.256592,-1.0918547	,-3.3381581,-0.052929256
8735,-4.5387707,-1.1648092	,-3.3392,-0.039139852
8736,-4.5646515,-1.1669754	,-3.360076,-0.048842944
8737,-4.5671873,-1.1703886	,-3.3596513,-0.072132036
8738,-4.5535135,-1.1628946	,-3.3579962,-0.056370597
8739,-4.6028976,-1.174777	,-3.3676,-0.07142712
8740,-4.525618,-1.1599061	,-0.078873664,-0.015046743
8741,-4.565718,-1.1771312	,-0.0019803995,-0.008435339
8742,-4.170376,-1.066198	,-0.15837263,0.1487078
8743,-4.254942,-1.0875125	,0.16165127,0.101246335
8744,-4.2677727,-1.0886732	,0.103616305,0.17902711
8745,-4.1076956,-1.0395675	,0.2332406,0.052147783
8746,-4.403968,-1.1164379	,0.03822725,0.12102727
8747,-4.4762235,-1.1492296	,0.03340169,0.13451348
8748,-4.481892,-1.1461709	,-0.04817189,0.20514862
8749,-4.47991,-1.1506168	,0.22063628,0.107995845
8750,-3.9277816,-0.979846	,-0.24250627,-0.16335878
8751,-3.8139079,-0.9741289	,0.246085,-0.15758966
8752,-3.69366,-0.9495112	,-3.172696,-0.043601416
8753,-3.7078388,-0.9568724	,-3.0196307,0.012408436
8754,-3.6977756,-0.94682753	,-3.05503,-0.0076996223
8755,-3.6361516,-0.93786526	,-3.1683395,-0.017459216
8756,-3.65074,-0.9506258	,-3.1648462,-0.046478394
8757,-4.051555,-1.0396056	,-3.1041808,-0.043966677
8758,-4.114764,-1.0497686	,-3.1048164,-0.0074624196
8759,-4.511781,-1.1566714	,-3.2040992,-0.054494936
8760,-4.5538473,-1.1600304	,-3.333874,-0.042562358
8761,-4.559655,-1.1791341	,-3.3506467,-0.037949193
8762,-4.5565925,-1.1852212	,-3.346951,-0.04398084
8763,-4.565201,-1.187149	,-3.3567538,-0.048471395
8764,-4.6320047,-1.1951768	,-3.373525,-0.050822746
8765,-4.6282616,-1.1957865	,-3.374741,-0.054670636
8766,-4.581036,-1.1815488	,-3.4055247,-0.04545915
8767,-4.2035694,-1.0756605	,-3.3901274,-0.03111665
8768,-4.3162675,-1.1065357	,-3.4125931,-0.04224827
8769,-4.63342,-1.2031882	,-3.407763,-0.02091318
8770,-4.622278,-1.1896297	,-3.4214888,-0.026437445
8771,-4.6547303,-1.1978111	,-3.4326665,0.00277553
8772,-4.661178,-1.1963432	,-3.4383843,-0.0468074
8773,-4.149668,-1.0594246	,-3.449659,-0.018018616
8774,-4.7464046,-1.2209215	,-3.3115268,-0.00673283
8775,-4.692391,-1.2096248	,-3.1618993,0.010023905
8776,-4.7332873,-1.2220855	,-3.1828346,-0.02458732
8777,-4.754343,-1.2346671	,-3.1956205,-0.019379478
8778,-4.0151415,-1.0236775	,-3.1926377,-0.04815856
8779,-4.4897475,-1.1601735	,-3.1117415,-0.015496243
8780,-4.5031815,-1.167489	,-3.0941312,0.0023919563
8781,-3.7588127,-0.9634698	,-3.1055095,-0.015075976
8782,-3.6745749,-0.9409349	,-3.1062157,0.009205783
8783,-3.5723236,-0.92618006	,-3.1026917,-0.041433316
8784,-3.5725722,-0.91431373	,-3.1179333,0.019759193
8785,-3.5672514,-0.9179173	,-3.262216,-0.040219657
8786,-3.5115795,-0.8946324	,-3.2644467,-0.03897472
8787,-3.5544221,-0.9108374	,-3.2621498,-0.029906213
8788,-3.6380963,-0.9195964	,-3.332014,-0.024062227
8789,-3.667914,-0.9390583	,-3.3475113,-0.039018884
8790,-3.6788714,-0.9405575	,-3.3552134,-0.017964968
8791,-3.6661932,-0.9354107	,-3.3594136,-0.021859799
8792,-3.7640698,-0.95996785	,-3.3699403,-0.021229377
8793,-3.9633062,-1.0093465	,-3.3743603,0.019023485
8794,-3.987713,-1.0121813	,-3.4233994,-0.009834906
8795,-4.7221193,-1.2148087	,-3.4242566,0.02365899
8796,-4.7092433,-1.2154082	,-3.4246411,0.0038980802
8797,-4.732906,-1.2172987	,-3.507453,-0.0020253805
8798,-4.7621183,-1.2366745	,-3.522967,0.0010197631
8799,-4.7613816,-1.2410936	,-3.5285215,-0.015146872
8800,-3.8992085,-1.0000693	,-3.5272179,-0.021525918
8801,-3.9550958,-1.0160291	,-3.49947,-0.011746501
8802,-3.8221786,-0.9804972	,-3.3509862,0.009833094
8803,-3.8377585,-0.98785603	,-3.2978132,-0.021824863
8804,-3.7176707,-0.9626533	,-3.308335,-0.0014191004
8805,-3.7238936,-0.9522811	,-3.3005493,0.020301366
8806,-3.6922839,-0.9465018	,-3.3227057,0.009892456
8807,-3.6807914,-0.9477202	,-3.2762198,0.0039265063
8808,-3.69701,-0.95119613	,-3.4743817,-0.038425848
8809,-3.7594693,-0.9652416	,-3.5623658,-0.019454623
8810,-3.8592691,-0.99443835	,-3.561101,0.027995197
8811,-3.9545383,-1.0203139	,-3.6264274,-0.005901771
8812,-4.0346804,-1.0355899	,-3.6319022,-0.012869865
8813,-4.4257913,-1.1535151	,-3.6511033,0.005556015
8814,-4.4246645,-1.155863	,-3.6424193,0.0013715026
8815,-4.07577,-1.0468643	,-3.6544225,0.006298694
8816,-4.8116302,-1.243616	,-3.6749692,0.0030182991
8817,-4.798165,-1.2453381	,-3.6151614,-0.008625925
8818,-4.823901,-1.2594471	,-3.5427172,0.03472415
8819,-4.900212,-1.2716097	,-3.5711215,0.0047595887
8820,-4.2111497,-1.0886607	,-3.5732386,-0.005856497
8821,-4.939583,-1.2719185	,-3.5742152,-0.014834722
8822,-4.92858,-1.276204	,-3.5802572,-0.04847616
8823,-4.940611,-1.2762632	,-3.5957007,-0.019730857
8824,-5.024191,-1.2896532	,-3.6434083,-0.015916072
8825,-4.961701,-1.2780277	,-3.6474352,-0.002310678
8826,-4.94093,-1.2621518	,-3.6771133,-0.019529669
8827,-4.9602647,-1.2918384	,-3.7304745,-0.011922579
8828,-4.9563746,-1.288393	,-3.7354584,-0.015488429
8829,-4.8575454,-1.2529596	,-3.7624943,-0.019184515
8830,-4.9034867,-1.2745483	,-3.7742631,-0.03670775
8831,-4.913199,-1.2703928	,-3.7842808,-0.00058573013
8832,-4.917828,-1.2761159	,-3.7200575,0.0012716076
8833,-4.9507356,-1.2810388	,-3.7386105,0.017636966
8834,-4.946538,-1.2855823	,-3.727199,-0.012665688
8835,-4.9584527,-1.279186	,-3.7450285,-0.017213058
8836,-4.9775105,-1.275663	,-3.7534618,-0.008143622
8837,-4.692931,-1.211396	,-3.7615488,-0.013732712
8838,-4.4793186,-1.1637805	,-3.7800238,-0.007256691
8839,-4.667723,-1.2185228	,-3.778318,-0.0047166445
8840,-4.7752347,-1.2414241	,-3.7928646,-0.015044257
8841,-4.906173,-1.2559885	,-3.6124637,-0.026014319
8842,-4.8933225,-1.2540189	,-3.6260529,-0.021493267
8843,-4.861905,-1.2571788	,-3.68736,-0.007750422
8844,-4.9241014,-1.2667754	,-3.6953473,-0.026655192
8845,-4.9176445,-1.2831739	,-3.7452223,0.01670424
8846,-4.9448476,-1.2773426	,-3.773091,-0.0058648987
8847,-4.986041,-1.2886832	,-3.7742445,0.01689376
8848,-5.0155554,-1.3077463	,-3.8009012,0.0032353431
8849,-5.049388,-1.3043765	,-3.780213,-0.002941195
8850,-5.0739145,-1.3195208	,-3.8004332,0.0289609
8851,-5.075184,-1.3021322	,-3.8071353,0.007910244
8852,-5.097163,-1.3281703	,-3.8290231,0.033333343
8853,-5.162635,-1.3475317	,-3.8594003,0.006735824
8854,-5.133808,-1.3323792	,-3.8570175,0.008676523
8855,-5.062219,-1.312504	,-3.8645492,0.0019142104
8856,-5.179743,-1.3460968	,-3.8822505,0.017088247
8857,-5.2013063,-1.3552296	,-3.8947644,0.019340465
8858,-5.242596,-1.3597139	,-3.8655007,0.022200285
8859,-5.2567024,-1.3688554	,-3.8719661,0.02803787
8860,-5.2698054,-1.3673671	,-3.8739438,0.018074399
8861,-5.2830586,-1.3742505	,-3.8930929,0.03192863
8862,-5.207187,-1.3554941	,-3.895396,0.012824167
8863,-5.245313,-1.3764619	,-3.914365,0.026574941
8864,-5.2920322,-1.3772105	,-3.9263527,0.03210689
8865,-5.2692456,-1.373839	,-3.9298177,0.0098825665
8866,-5.3064566,-1.3788103	,-3.62285,0.056863394
8867,-5.3049693,-1.3824173	,-3.8523562,0.039470796
8868,-5.3420863,-1.3930874	,-3.8522644,0.03014078
8869,-5.385461,-1.3996	,-3.8748815,0.03043298
8870,-5.3776336,-1.3896753	,-3.8931365,-0.009255347
8871,-5.2235904,-1.3426507	,-3.8987675,-0.022497443
8872,-5.2640824,-1.3716786	,-3.9153264,0.014896451
8873,-5.2651467,-1.3577739	,-3.9145966,0.03109097
8874,-4.261044,-1.0752099	,-0.025150502,-0.14657027
8875,-4.0208464,-1.0158205	,-3.5491674,0.0562122
8876,-3.6203177,-0.93964094	,-3.164125,0.040980425
8877,-3.6383722,-0.9352635	,-3.1697264,0.054476444
8878,-3.619515,-0.9334653	,-3.1456199,0.040732075
8879,-3.6370926,-0.94236237	,-3.149323,0.03072574
8880,-3.7271998,-0.9623153	,-3.1639469,0.047918208
8881,-3.7450454,-0.9689217	,-3.1803918,0.059321895
8882,-3.749846,-0.9675934	,-3.1803615,0.060541946
8883,-3.754792,-0.9792233	,-3.2130857,0.048575725
8884,-3.5142386,-0.90462154	,-3.2046986,0.048627216
8885,-3.6935544,-0.97882056	,-3.226864,0.0639001
8886,-3.6949127,-0.97551644	,-3.238241,0.048875876
8887,-3.7091577,-0.9805143	,-3.2408617,0.071003675
8888,-3.7164583,-0.98464996	,-3.2501318,0.04282911
8889,-3.7350538,-0.9955164	,-3.2548263,0.07293702
8890,-3.7436829,-0.9838829	,-3.2600703,0.062236495
8891,-3.7556694,-0.9984729	,-3.2719405,0.041113317
8892,-3.79213,-1.0008833	,-3.2716672,0.07452881
8893,-3.7830226,-1.0082408	,-3.233237,0.07755413
8894,-3.7920427,-1.0019501	,-3.2205315,0.05437701
8895,-3.7990305,-1.0122156	,-3.2260542,0.04068799
8896,-3.8127022,-1.0070653	,-3.226149,0.04355164
8897,-3.823604,-1.0078269	,-3.238248,0.08828266
8898,-3.850181,-1.0192448	,-3.1766317,0.07916903
8899,-3.653112,-0.9640142	,-3.1659288,0.053251743
8900,-3.5508356,-0.93076885	,-3.189659,0.052055735
8901,-3.4930391,-0.91710764	,-3.2438743,0.04735043
8902,-3.5265665,-0.91859525	,-3.2514246,0.0594064
8903,-3.5303998,-0.92295796	,-3.2530272,0.07359726
8904,-3.5675337,-0.9379159	,-3.2590244,0.07332622
8905,-3.638001,-0.9625679	,-3.2643387,0.051059417
8906,-3.6646986,-0.9546731	,-3.274019,0.06843676
8907,-3.6561885,-0.96568304	,-3.3554358,0.071827605
8908,-3.5905228,-0.9250194	,-3.3577967,0.05252595
8909,-3.57953,-0.9416508	,-3.266134,0.067062736
8910,-3.552042,-0.9278093	,-3.2772727,0.07076699
8911,-3.68233,-0.9588089	,-3.121756,0.0789265
8912,-3.6673665,-0.97468877	,-3.122839,0.053771947
8913,-3.6942039,-0.9810154	,-3.1181643,0.07234601
8914,-3.737671,-0.99153656	,-3.175554,0.022844082
8915,-3.7370543,-0.99584025	,-3.1782947,0.07126803
8916,-3.7174585,-0.97796446	,-3.1639557,0.073675506
8917,-3.9063168,-1.0275068	,-3.1875663,0.06891053
8918,-3.914508,-1.0358146	,-3.1743307,0.06113686
8919,-3.8064563,-1.0142782	,-3.152284,0.071916506
8920,-3.82727,-1.0197227	,-3.1308222,0.037177682
8921,-3.8575926,-1.0143784	,-3.142254,0.07450374
8922,-3.862472,-1.0200194	,-3.1371877,0.081284046
8923,-3.6184375,-0.94917333	,-3.154726,0.048591524
8924,-3.5788682,-0.9355212	,-3.1470556,0.049784355
8925,-3.6317606,-0.954896	,-3.1775591,0.083800405
8926,-3.6366708,-0.96313757	,-3.1720889,0.08219994
8927,-3.5979862,-0.96260244	,-3.201033,0.087270156
8928,-3.6189637,-0.95386183	,-3.2489822,0.056643743
8929,-3.5676987,-0.9402546	,-3.266343,0.086843826
8930,-3.5678208,-0.9213745	,-3.2292867,0.07839534
8931,-3.4238415,-0.9010591	,-3.2301793,0.05940586
8932,-3.4846961,-0.9093682	,-3.3201678,0.08233847
8933,-3.5606494,-0.9245793	,-3.4673278,0.07092445
8934,-3.4795945,-0.9039073	,-3.4750075,0.08041643
8935,-3.5366395,-0.9187529	,-3.5425875,0.07811758
8936,-3.6001673,-0.9394273	,-3.5297077,0.07974627
8937,-3.6141672,-0.932379	,-3.5384355,0.05272349
8938,-3.6649618,-0.95872116	,-3.5419352,0.057701226
8939,-3.7420645,-0.9730337	,-3.5582557,0.076308526
8940,-3.7585928,-0.97608244	,-3.5641441,0.077426344
8941,-3.8260515,-0.99109757	,-3.569729,0.07305812
8942,-3.8554525,-1.002128	,-3.5898123,0.07582254
8943,-3.854882,-1.0042446	,-3.5949178,0.06545845
8944,-3.8554504,-1.0018661	,-3.537109,0.040738463
8945,-3.8632793,-0.99437976	,-3.5336008,0.08009146
8946,-4.2452483,-1.105959	,-3.672665,0.06553073
8947,-4.2709117,-1.1036643	,-3.8894265,0.043633655
8948,-4.268196,-1.1029125	,-3.9499214,0.04179456
8949,-4.2780285,-1.1099607	,-3.9596627,0.07209671
8950,-4.287672,-1.1117826	,-3.9613652,0.03494071
8951,-4.203896,-1.0835735	,-3.9708748,0.03943191
8952,-4.1694765,-1.0810975	,-3.9862163,0.024362778
8953,-4.1836243,-1.078826	,-3.9880724,0.042248596
8954,-4.2724237,-1.1102479	,-3.989016,0.032476448
8955,-4.335895,-1.1165804	,-4.0165334,0.067949325
8956,-4.149627,-1.0677997	,-4.016098,0.06787201
8957,-4.1674023,-1.0727084	,-4.0413365,0.045588467
8958,-4.38772,-1.133215	,-4.0377445,0.072013184
8959,-4.560635,-1.1686227	,-3.9730036,0.021449111
8960,-4.580806,-1.1799816	,-3.9776514,0.067796215
8961,-4.99468,-1.2793741	,-3.971265,0.04664228
8962,-5.0064306,-1.2883317	,-3.995088,0.045212325
8963,-5.0197506,-1.2973228	,-3.9878023,0.07042159
8964,-5.0348434,-1.2853079	,-3.779065,0.09326033
8965,-5.068539,-1.2942531	,-3.7875164,0.051039092
8966,-5.069893,-1.3121724	,-4.0212746,0.049710177
8967,-5.1380935,-1.3274359	,-4.019411,0.08142192
8968,-5.1301336,-1.3230009	,-4.031454,0.04772116
8969,-5.1475444,-1.3204975	,-4.0484767,0.05524851
8970,-5.171726,-1.3316878	,-4.0522685,0.036957774
8971,-4.7202277,-1.2094711	,-4.075214,0.052587435
8972,-4.738494,-1.2353308	,-4.0791063,0.08245323
8973,-4.784342,-1.2487673	,-4.0971384,0.046979774
8974,-4.684079,-1.2181278	,-4.1249375,0.061435003
8975,-4.963502,-1.2977536	,-4.1047373,0.049741067
8976,-4.983963,-1.2933108	,-4.1247845,0.043239802
8977,-4.567639,-1.1884028	,-4.1292424,0.10221676
8978,-5.0303693,-1.318659	,-4.140292,0.049310744
8979,-5.029912,-1.3014005	,-4.1403627,0.09557064
8980,-5.1495924,-1.3344688	,-4.1534863,0.10449905
8981,-5.0980296,-1.3314333	,-4.1347346,0.0819626
8982,-4.689106,-1.2121553	,-4.1106906,0.04085177
8983,-5.2813177,-1.3709887	,-4.111407,0.06067555
8984,-5.288701,-1.3650032	,-4.1180897,0.04894099
8985,-5.295626,-1.374927	,-4.1442604,0.097297914
8986,-5.382126,-1.4002974	,-4.1518598,0.048745047
8987,-5.340395,-1.3890538	,-4.140467,0.061733745
8988,-5.4316854,-1.4139003	,-4.1601486,0.047156755
8989,-5.3878975,-1.4007905	,-4.1801295,0.06696847
8990,-5.074288,-1.3193825	,-3.9310362,0.045356892
8991,-5.0949492,-1.3191781	,-3.941608,0.086745836
8992,-4.7166667,-1.2409142	,-3.9521728,0.076393366
8993,-4.5488167,-1.1812801	,-3.9622872,0.045305893
8994,-4.5587363,-1.1841289	,-3.9611042,0.06345526
8995,-4.4938555,-1.1747026	,-3.838712,0.08033437
8996,-4.3591633,-1.1366602	,-3.8472846,0.08146116
8997,-4.0321226,-1.0397285	,-3.5320096,0.07108421
8998,-4.1219673,-1.0583142	,-3.5455928,0.050892625
8999,-4.029901,-1.0394123	,-3.4455044,0.091858774
9000,-4.0649085,-1.0702058	,-3.348846,0.08341095
9001,-4.099364,-1.0822566	,-3.360219,0.077464625
9002,-4.1058555,-1.0797687	,-3.461305,0.068987995
9003,-4.1162705,-1.0885264	,-3.4735138,0.07176651
9004,-4.104877,-1.0851469	,-3.4650881,0.08301933
9005,-4.1345353,-1.0912156	,-3.8406837,0.06849182
9006,-4.163436,-1.0964745	,-3.8497593,0.102520116
9007,-4.145938,-1.0900205	,-3.8739007,0.07354553
9008,-4.165799,-1.0874531	,-3.862479,0.08785676
9009,-3.8284254,-0.9830259	,-3.8907707,0.13624066
9010,-3.754998,-0.96402913	,-3.684997,0.09874991
9011,-3.8891835,-1.0239118	,-3.6867554,0.081617
9012,-3.8981593,-1.0226486	,-3.7028685,0.11189611
9013,-3.9217694,-1.0369816	,-3.714522,0.0893666
9014,-3.9604554,-1.0391998	,-3.7257352,0.11155431
9015,-3.946546,-1.0370317	,-3.7528949,0.09896215
9016,-3.9703662,-1.0423145	,-3.7405725,0.12612204
9017,-3.9681938,-1.044121	,-3.757696,0.09965406
9018,-3.6923034,-0.9655564	,-3.769233,0.10332723
9019,-3.5740209,-0.9328322	,-3.216374,0.07614849
9020,-3.5735073,-0.94221735	,-3.2281306,0.09046715
9021,-3.6077898,-0.93447906	,-3.2348804,0.08657612
9022,-3.5971055,-0.93609494	,-3.2525575,0.0846843
9023,-3.54867,-0.9289312	,-3.150388,0.08200179
9024,-3.4399204,-0.89602405	,-3.0370595,0.069071725
9025,-3.2068303,-0.8510064	,-2.924016,0.09666537
9026,-3.2190793,-0.84790254	,-2.966468,0.074762456
9027,-3.1759968,-0.83248806	,-2.8457506,0.09334103
9028,-3.0341544,-0.8032246	,-2.7080567,0.10557198
9029,-2.967094,-0.7964919	,-2.6092572,0.078868344
9030,-2.8020532,-0.74949753	,-2.4250283,0.07437203
9031,-2.75173,-0.7382418	,-2.3778238,0.07882193
9032,-2.70999,-0.7369714	,-2.347423,0.06529978
9033,-2.7506573,-0.7433302	,-2.4508812,0.074702784
9034,-2.766767,-0.7364571	,-2.4951847,0.08305037
9035,-2.81161,-0.7526438	,-2.4835584,0.0744717
9036,-2.8484776,-0.7646312	,-2.444002,0.07479517
9037,-2.5680065,-0.69137144	,-2.275183,0.0717556
9038,-2.4680445,-0.68358064	,-2.183011,0.0771128
9039,-2.412123,-0.6657982	,-2.157734,0.047449473
9040,-2.3781114,-0.668748	,-2.1200538,0.08129369
9041,-2.3876314,-0.684509	,-2.1228728,0.09130107
9042,-2.398445,-0.6706285	,-2.0926025,0.0788234
9043,-2.3466685,-0.65402025	,-2.1065876,0.08718194
9044,-2.3217742,-0.64882135	,-2.0446565,0.09727791
9045,-2.3319,-0.678502	,-2.0351448,0.08545368
9046,-2.3894606,-0.68786675	,-2.050668,0.09285938
9047,-2.4187922,-0.68763477	,-2.0324478,0.0813088
9048,-2.427075,-0.67942435	,-2.0319314,0.08441293
9049,-2.4302258,-0.7014257	,-2.1131675,0.08740756
9050,-2.4390757,-0.68694717	,-2.1152725,0.07644321
9051,-2.2926788,-0.64803505	,-2.0793478,0.086598784
9052,-2.2818403,-0.6509693	,-2.0319703,0.07784136
9053,-2.2876523,-0.65481305	,-2.0674639,0.08502744
9054,-2.2826834,-0.65092474	,-2.0810964,0.06978346
9055,-2.2717907,-0.6376438	,-2.1017337,0.0947547
9056,-2.293106,-0.65109897	,-2.0780182,0.08649168
9057,-2.2426186,-0.6353412	,-2.00668,0.075692885
9058,-2.2040768,-0.6465381	,-1.9605199,0.06831776
9059,-2.2008264,-0.62511295	,-2.0047257,0.086851805
9060,-2.21756,-0.64113086	,-1.9571685,0.0771923
9061,-2.2145867,-0.6286825	,-1.9829587,0.081573024
9062,-2.2657285,-0.6564191	,-2.0771782,0.084404446
9063,-2.2341518,-0.627927	,-2.1110992,0.07543868
9064,-2.2707882,-0.6478574	,-2.0847194,0.07993878
9065,-2.3147182,-0.644502	,-2.2033076,0.07037645
9066,-2.3004863,-0.6339152	,-2.216275,0.06895538
9067,-2.3279498,-0.6599046	,-2.2702537,0.086971484
9068,-2.3100922,-0.6485193	,-2.2044969,0.082805276
9069,-2.3962872,-0.6622012	,-2.185864,0.08903973
9070,-2.4194808,-0.6692312	,-2.2620108,0.0913723
9071,-2.4500785,-0.66225106	,-2.261506,0.11506537
9072,-2.4266987,-0.6730983	,-2.252133,0.10514683
9073,-2.4341757,-0.67559063	,-2.235755,0.103115276
9074,-2.4908886,-0.6916219	,-2.2256403,0.09825843
9075,-2.5306737,-0.70418346	,-2.381566,0.09985452
9076,-2.4208102,-0.6710594	,-2.2910414,0.08831307
9077,-2.3970242,-0.6688987	,-2.1635478,0.12015365
9078,-2.394575,-0.6690353	,-2.1433027,0.088726304
9079,-2.4197419,-0.6794521	,-2.1507473,0.09221102
9080,-2.3828366,-0.6766852	,-2.179113,0.11650926
9081,-2.3779206,-0.66785455	,-2.1607168,0.11304904
9082,-2.3663397,-0.6717142	,-2.162756,0.1075273
9083,-2.3952067,-0.67189825	,-2.1588452,0.09361971
9084,-2.4060616,-0.6734398	,-2.1557944,0.10248386
9085,-2.3638906,-0.663561	,-2.152703,0.098890625
9086,-2.3490324,-0.65129447	,-2.1573396,0.118460275
9087,-2.3644273,-0.66027355	,-2.1707163,0.119995825
9088,-2.447922,-0.685613	,-2.2021887,0.102405354
9089,-2.451284,-0.6741468	,-2.1728945,0.11754515
9090,-2.3636358,-0.65758246	,-2.0747132,0.104965195
9091,-2.3529212,-0.6482309	,-2.0745454,0.09319626
9092,-2.2727392,-0.6150789	,-2.0506916,0.08242898
9093,-2.3410742,-0.6596779	,-2.1736672,0.10100439
9094,-2.3977969,-0.65501666	,-2.165112,0.09572611
9095,-2.4399598,-0.6824303	,-2.207918,0.10094134
9096,-2.4303515,-0.66325426	,-2.2401462,0.12263498
9097,-2.3750103,-0.6566014	,-2.2147596,0.10378728
9098,-2.3463855,-0.64387333	,-2.1933403,0.108295806
9099,-2.3297284,-0.6514052	,-2.1190114,0.10089136
9100,-2.3053226,-0.6205005	,-2.0770943,0.091261245
9101,-2.2422335,-0.62040675	,-2.075291,0.10138002
9102,-2.2984307,-0.63286656	,-2.080945,0.109412745
9103,-2.328444,-0.6355503	,-2.0709376,0.095444016
9104,-2.3604453,-0.66248107	,-2.129598,0.09896863
9105,-2.3712223,-0.6530809	,-2.2062309,0.101700895
9106,-2.3836894,-0.6678629	,-2.189101,0.09748093
9107,-2.4243457,-0.6573557	,-2.1865919,0.11871496
9108,-2.421464,-0.66309565	,-2.1976557,0.10835317
9109,-2.4018252,-0.65561074	,-2.207639,0.11219677
9110,-2.4106567,-0.6555087	,-2.2235518,0.10729365
9111,-2.4709537,-0.6664267	,-2.232795,0.096213676
9112,-2.6062055,-0.72231954	,-2.299366,0.07549878
9113,-2.6573677,-0.7420295	,-2.3096294,0.10520063
9114,-2.7273827,-0.7795682	,-2.3732383,0.10063816
9115,-2.7303765,-0.76252025	,-2.3733463,0.10738196
9116,-2.6993685,-0.7526163	,-2.3943923,0.112982914
9117,-2.764885,-0.76548517	,-2.4039536,0.10889702
9118,-2.8089504,-0.78960305	,-2.4322646,0.106053896
9119,-2.578154,-0.70383185	,-2.4302728,0.10151989
9120,-2.6706834,-0.7065691	,-2.437492,0.13248652
9121,-2.6720095,-0.7173785	,-2.4119623,0.10550288
9122,-2.7288926,-0.72384405	,-2.4132779,0.1060518
9123,-2.6902838,-0.7193069	,-2.4911733,0.09502447
9124,-2.621845,-0.7112546	,-2.4513526,0.0922563
9125,-2.554221,-0.69095725	,-2.4384558,0.078633636
9126,-2.5414093,-0.68831074	,-2.4328039,0.08701082
9127,-2.6542337,-0.7047507	,-2.4891362,0.08957913
9128,-2.670633,-0.7171336	,-2.4573004,0.092651695
9129,-2.855008,-0.7539663	,-2.5833106,0.1066109
9130,-2.8515873,-0.75219727	,-2.576593,0.10526368
9131,-2.72038,-0.72333324	,-2.5520992,0.08784202
9132,-2.7147849,-0.7276591	,-2.54271,0.09174689
9133,-2.7156034,-0.72701687	,-2.423724,0.08511054
9134,-2.7809403,-0.74154687	,-2.4732535,0.07573876
9135,-2.8198931,-0.7513324	,-2.5528681,0.09427282
9136,-2.839513,-0.7475882	,-2.6519108,0.10032291
9137,-3.0651488,-0.7971673	,-2.9343474,0.066494524
9138,-2.850066,-0.7650821	,-2.7230191,0.080447875
9139,-2.8809156,-0.7645575	,-2.6957335,0.08151561
9140,-2.868213,-0.75437987	,-2.6935909,0.0993548
9141,-2.8329902,-0.7685818	,-2.655714,0.086206056
9142,-2.8619869,-0.7707899	,-2.5457509,0.07831933
9143,-2.8859622,-0.7711137	,-2.5653946,0.077784255
9144,-2.8596656,-0.77646077	,-2.6163247,0.094366364
9145,-2.779899,-0.74510556	,-2.6295867,0.075771034
9146,-2.7876606,-0.75265086	,-2.630753,0.083088346
9147,-2.7890258,-0.75906384	,-2.6281443,0.07598449
9148,-2.7437437,-0.7424094	,-2.50235,0.081038736
9149,-2.704012,-0.7392487	,-2.500175,0.09059479
9150,-2.7513835,-0.7357925	,-2.4604354,0.084692575
9151,-2.7437336,-0.7429164	,-2.5108373,0.09734714
9152,-2.6020846,-0.7051555	,-2.4035454,0.11220722
9153,-2.634664,-0.7109469	,-2.4086404,0.094644085
9154,-2.6143851,-0.7105725	,-2.3610792,0.10472549
9155,-2.625603,-0.71790296	,-2.368498,0.08835028
9156,-2.7416816,-0.7502379	,-2.4217408,0.09715021
9157,-2.6921515,-0.7345346	,-2.331693,0.09269576
9158,-2.6059263,-0.7258818	,-2.2652872,0.096243806
9159,-2.5152261,-0.67867637	,-2.257082,0.100968584
9160,-2.5640028,-0.68602127	,-2.3117874,0.112503424
9161,-2.524877,-0.6875612	,-2.3374932,0.10778229
9162,-2.5779898,-0.70676076	,-2.3548117,0.101252936
9163,-2.6106877,-0.716355	,-2.275162,0.09773999
9164,-2.6736276,-0.7405633	,-2.3010883,0.10949156
9165,-2.6771443,-0.7245349	,-2.3047986,0.109524906
9166,-2.5208588,-0.69589007	,-2.3004572,0.10304138
9167,-2.4812438,-0.6752442	,-2.2579827,0.118739456
9168,-2.5213385,-0.6910312	,-2.3127887,0.12224567
